,sentence,sentiment,sentiment_id
545,"In providing managed services , Nokia takes responsibility for building , operating and transferring as well as optimising the Indosat 3G network",neutral,0
546,"In today s business , you have to pre-empt what consumers want , said Mohammed Zainalabedin , General Manager , Zain Bahrain",neutral,0
547,Insurance policies should be simple,neutral,0
548,"It is a member of the OneWorld alliance , which includes American Airlines and British Airways",neutral,0
549,It is expected to be completed by the end of 2007,neutral,0
550,It will provide heating in the form of hot water for the sawmill 's needs,neutral,0
551,Its 168 asset management experts manage assets worth over EUR 35 billion,neutral,0
552,Jon Risfelt is 49 years old holds a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology,neutral,0
553,Juha Haapakoski will continue as Editor-in-Chief with budget responsibility also with the new publisher,neutral,0
554,"Last July , the group said it intended to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of France , where it already operates a hook manufacturing and distribution unit",neutral,0
555,"LKAB , headquartered in Lulea , Sweden , is a high-tech mining company producing upgraded iron ore products for the steel industry",neutral,0
556,"Look out for vintage fabric cushion covers , '70s coffee pots , ceramic serving dishes , cocktail glasses , and stainless steel party dishes",neutral,0
557,National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest,neutral,0
558,Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an essential source for company data and information,neutral,0
559,"Of these shares 14,747,084 are held by the Company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847",neutral,0
560,"Oka specialises in new construction , renovation work of residential and non-residential building as well as premises for industrial and logistical use",neutral,0
561,Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management,neutral,0
562,"Panostaja , headquartered in Tampere , Finland , is an investment company focusing on small and medium-sized Finnish companies operating in the traditional industries",neutral,0
563,Pertti Ervi is independent from the Company and its major shareholders,neutral,0
564,"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET )",neutral,0
565,"Previously , the plant was expected to be completed by the end of 2008",neutral,0
566,"Prothious Engineering ( www.prothious.com ) employs more than 1,000 and has a large portfolio of projects and an annual detailing capacity of more than 100,000 tonnes",neutral,0
567,Rapala aims to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars,neutral,0
568,"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience",neutral,0
569,"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely",neutral,0
570,"Sanoma also has an Executive Committee , in accordance with the Company 's Articles of Association , that prepares proposals for matters to be decided or noted by the Board of Directors",neutral,0
571,"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices",neutral,0
572,Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares,neutral,0
573,"She will succeed Krister Kylas , who has decided to leave TeliaSonera",neutral,0
574,Shuweihat 2 got under way in July 2008 when the project was awarded to desalination and power contractors,neutral,0
575,"Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 2007-2008 term",neutral,0
576,Stock Exchange Release 10/3/2011 12:00 Sanoma has published its Annual Report and Financial Statements for 2010 and its first Corporate Responsibility Report,neutral,0
577,"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September",neutral,0
578,"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap",neutral,0
579,Symphony Services provides development services for Aldata GOLD,neutral,0
580,"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction",neutral,0
581,"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH",neutral,0
582,The agreement is valid for four years,neutral,0
583,"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings",neutral,0
584,"The business has sales of about ( Euro ) 35 million ( $ 44million ) , and has been responsible for sales and marketing of Lanxess 's paper chemicals business , which Kemira bought for ( Euro ) 88 million early this year ( CW , Jan. 11 , p. 22 )",neutral,0
585,The business section also includes Ahlstrom 's sustainability report,neutral,0
586,The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000,neutral,0
587,The company is presently examining whether the project would be financially feasible,neutral,0
588,The company is studying the feasibility of focusing most of its processed meat production in the Vantaa facilities and the processing of fresh meat in the Forssa facilities,neutral,0
589,The company specialises in temporary electrification and heating at construction sites,neutral,0
590,"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010",neutral,0
591,The EUR 0.7 million non-recurring expenses have been recorded for the third quarter,neutral,0
592,The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live,neutral,0
593,The Extraordinary General Meeting is expected to take place no later than 18 February 2011,neutral,0
594,The first of the two project phases is expected to be completed by the end of 2012,neutral,0
595,"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit",neutral,0
596,"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units",neutral,0
597,"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals",neutral,0
598,"The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry",neutral,0
599,"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others",neutral,0
600,The new B shares carry the right to dividend and other shareholder rights with effect from today,neutral,0
601,The office space will rise above the remodeled Cannon Street underground station,neutral,0
602,The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate,neutral,0
603,The project is expected to be completed in 2009,neutral,0
604,"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying",neutral,0
605,"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players",neutral,0
606,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc.",neutral,0
607,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc.",neutral,0
608,The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones,neutral,0
609,The share of the share capital of both above mentioned shareholders remains below 5 %,neutral,0
610,"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders",neutral,0
611,"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China",neutral,0
612,The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ),neutral,0
613,The trade is in accordance with the agreement announced on 26 March 2008,neutral,0
614,The transaction is expected to be completed next spring,neutral,0
615,The writing and publication of Lemmink+ñinen -¦ s history is a continuation of earlier collaboration between Antti Tuuri and the company,neutral,0
616,"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems",neutral,0
617,"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley",neutral,0
618,Uponor maintains its full-year guidance for 2010,neutral,0
619,"Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company",neutral,0
620,"When completed , the 120-meter Watchtower will be the highest building in Ireland",neutral,0
621,"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008",neutral,0
622,ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB,neutral,0
623,`` Our aim is to understand different traffic patterns based on the use of each building,neutral,0
624,`` Our Vaalipalvelu-service was especially developed for use by communities and organizations,neutral,0
625,"`` The industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for Web-based service to your wireless handset , '' he wrote",neutral,0
626,18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com,neutral,0
627,A PLUMBING business has announced it is sponsoring a professional darts player,neutral,0
628,"A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said",neutral,0
629,Another noticeable thing is that the search for Tata and Airtel brands was mostly related to ` broadband connections ',neutral,0
630,Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business,neutral,0
631,"At the beginning of the subscription period on May 2 , 2006 the share subscription price under B option right is EUR 10.22 per share",neutral,0
632,Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result,neutral,0
633,Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services,neutral,0
634,Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process,neutral,0
635,Customers in a wide range of industries use our stainless steel and services worldwide,neutral,0
636,Exel wants to serve its industrial customers with individual products,neutral,0
637,"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010",neutral,0
638,From Merisatama to the far corners of the world Asfaltti Osakeyhti+Â Lemmink+ñinen was established in 1910 by a group of master builders in Helsinki as a specialist business and subcontractor,neutral,0
639,"F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey",neutral,0
640,"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400",neutral,0
641,"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share",neutral,0
642,"In Penttil+ñ 's vision , the most important reason for the transaction is Russia",neutral,0
643,It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008,neutral,0
644,It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook,neutral,0
645,"It is part of the development of the world-class magnetite deposit at Karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30-year life",neutral,0
646,"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado",neutral,0
647,Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January,neutral,0
648,"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources",neutral,0
649,The fine print is here,neutral,0
650,M. and a Master of Business Administration MBA,neutral,0
651,More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries,neutral,0
652,Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group ` smarket areas,neutral,0
653,"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same",neutral,0
654,"Nokia Siemens Networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers",neutral,0
655,"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218",neutral,0
656,"Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners",neutral,0
657,"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters",neutral,0
658,"Participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , four-door Altima",neutral,0
659,Peigs www.peigs.se will become part of Sardus Latta Maltider Light Meals unit,neutral,0
660,"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data",neutral,0
661,Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide,neutral,0
662,"S Group 's loyal customer magazine Yhteishyv+ñ came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers",neutral,0
663,"SCOPI Chief Business Excellence Officer , Eng",neutral,0
664,"Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots",neutral,0
665,"Tekla 's defense business employs over 20 persons and is located in Espoo , Finland",neutral,0
666,"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served",neutral,0
667,"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board",neutral,0
668,"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day",neutral,0
669,"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below",neutral,0
670,"The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors",neutral,0
671,"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes",neutral,0
672,"The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities",neutral,0
673,"The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars",neutral,0
674,"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world",neutral,0
675,The corrected chapter is in its entirety below,neutral,0
676,The deal was worth about EUR 1.2 mn,neutral,0
677,The event can also be viewed as a live webcast at www.cargotec.com,neutral,0
678,The investment will be worth approximately EUR 100mn,neutral,0
679,The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line,neutral,0
680,The number of customers is one of the most important parameters in determining the price of electricity networks,neutral,0
681,The order was valued at over EUR15m,neutral,0
682,The order was worth EUR 8mn,neutral,0
683,"The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum",neutral,0
684,"The record date for dividend distribution is March 14 , 2008",neutral,0
685,"The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices",neutral,0
686,"The study evaluated the safety , tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in 26 patients with active plaque psoriasis",neutral,0
687,"The total donation amount is EUR 1,115,000",neutral,0
688,"The total investment necessary will be EUR40m , the company estimated",neutral,0
689,"The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m",neutral,0
690,"They are responsible for their own operations , customer relationships , and the development of these",neutral,0
691,"This implementation is very important to the operator , since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 :",neutral,0
692,This organization will assume the responsibility for operations in Russia,neutral,0
693,"Thus the group 's balance sheet will have about EUR 25.8 million of goodwill , the company added",neutral,0
694,"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added",neutral,0
695,Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland,neutral,0
696,"To see more of New Haven Register , or to subscribe to the newspaper",neutral,0
697,"Trading in the new shares , which have right to dividends and other distributions of funds , will start on the exchange in Helsinki tomorrow",neutral,0
698,"UPM-Kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products",neutral,0
699,"Vehvilainen , who is currently the chief operating officer at Nokia Siemens Networks , will join Finnair on 5 January 2010 and take over as CEO effective 1 February 2010",neutral,0
700,"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection",neutral,0
701,"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008",negative,2
702,"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct",negative,2
703,"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month",negative,2
704,"Profitability ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009",negative,2
705,Sales of mid-strength beer decreased by 40 %,negative,2
706,"Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA",positive,1
707,The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010,positive,1
708,"The stock is trading above both its MAPs and the 50-day MAP of SEK72 .983 is higher than the 200-day MAP of SEK70 .283 , a bullish indicator",positive,1
709,"HELSINKI ( Thomson Financial ) - Kone said it has won four orders in Saudi Arabia , United Arab Emirates and Qatar worth 40 mln eur",positive,1
710,"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland",positive,1
711,Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from `` neutral '' to `` buy '' in May,positive,1
712,"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria",positive,1
713,"Outotec said it won new orders worth 492.9 mln eur during the quarter , compared with 240.4 mln eur a year earlier",positive,1
714,Raute said it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by Russian wood products company Sveza Group,positive,1
715,"The brokerage said 2006 has seen a ` true turning point ' in European steel base prices , with better pricing seen carrying through the second quarter of 2006",positive,1
716,"This location makes the mall a convenient place to shop for consumers from three large residential areas nearby : Jaroszowka , Wysockiego and Zgody",positive,1
717,"`` Lining stone sales were also good in the early autumn , and order books are strong to the end of the year",positive,1
718,"`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing",positive,1
719,15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V,positive,1
720,Finnish KCI Konecranes has been awarded an order for four hot metal ladle cranes by Indian steel producer Bhushan Steel & Strips to be delivered in 2007,positive,1
721,"Vaahto Pulp & Paper , of Finnish Vaahto Group , has been awarded an order to renovate Finnish-Swedish forest industry company Stora Enso 's paperboard machine at the Ingerois Board Mill in Finland",positive,1
722,"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added",positive,1
723,HELSINKI AFX - KCI Konecranes said it has won an order for four hot metal ladle cranes from Indian steel producer Bhushan Steel and Strips Ltd.,positive,1
724,HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant,positive,1
725,"London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened",positive,1
726,"Mika Stahlberg , VP F-Secure Labs , said , `` We are excited and proud that F-Secure has been recognized by AV-Comparatives as the Product of the Year",positive,1
727,The policy was also aimed at making the companies more profitable and competitive,positive,1
728,"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit",positive,1
729,"The company has the poser , who wants to impress people with the latest handset",neutral,0
730,According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels,neutral,0
731,And that 's exactly what happened on a recent weekday when an East Haven baker was brought in to remind residents about the Easter tradition of making wheat and rice pies,neutral,0
732,Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons,neutral,0
733,"Fortum needs a clear signal of commitment from the Government that the permit is available before the company will start the next round , Kuula says",neutral,0
734,"The add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls",neutral,0
735,The repurchase of the bonds was executed in the open market in accordance with section 7 f of the terms and conditions of the Convertible Bonds,neutral,0
736,Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision,neutral,0
737,"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , has a plant near Warsaw , in Poland , that makes flexible packaging",neutral,0
738,"France T+®l+®com spent more time studying TeliaSonera than other potential takeover targets because it has a shareholder that wants to sell , Pellissier said",neutral,0
739,"Supported Nokia phones include : N96 , N95-8GB , N95 , N93-N931 , N92 , N85 , N82 , N81 , N80 , N79 , N78 , N77 , N76 , N75 , N73 , N72 , N71 , E90 , E71 , E70 , E66 , E65 , E62 , E61-E61i , E60 , E51 , E50 , Touch Xpress 5800 , 6220 Classic , 6210 Navigator , 6120 Classic , 6110 Navigator , 5700 , 5500 , 5320XM",neutral,0
740,"The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said",neutral,0
741,The Moscow Metro ( www.mosmetro.ru ) was the first metro system in Europe to implement smart cards together with a new type of magnetic card in 1998,neutral,0
742,"The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations",neutral,0
743,"An  of the invention , released by the Patent Office , said : `` A non-coherent search matrix is formed of said correlation function matrix",neutral,0
744,"As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry",neutral,0
745,"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation",neutral,0
746,"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries",neutral,0
747,"The Costanza light , with an aluminum base and washable shade , comes in white , pistachio , orange , blue and red",neutral,0
748,"The process , technology , project management , basic engineering and quality assurance within Forest Industry will be consolidated in Vantaa , southern Finland",neutral,0
749,"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands",neutral,0
750,"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid",negative,2
751,"Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries",negative,2
752,"Sales climbed 19.2 pct to 1.002 bln eur , surpassing the 953 mln eur consensus figure",positive,1
753,"Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable",positive,1
754,Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia,positive,1
755,"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies",positive,1
756,"After the reporting period , BioTie North American licensing partner Somaxon Pharmaceuticals announced positive results with nalmefene in a pilot Phase 2 clinical trial for smoking cessation",positive,1
757,"`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon",positive,1
758,"Investors will continue being interested in the company 's share although it is not quite cheap , Affarsvarlden said",positive,1
759,"`` Each year , personal entertainment plays a more significant role in determining whether a fitness facility 's workout experience is pleasurable or a chore , '' said Brian Wilson , director of marketing for Precor 's Entertainment & Services Division",neutral,0
760,The agreement must be approved by the Russian competition authorities before it enters into force,neutral,0
761,The total amount of subscription prices was recorded in the fund for invested non-restricted equity,neutral,0
762,"Before Kemira 's installation NordAlu was producing 3,500 tons of liquid and solid aluminum waste per year",neutral,0
763,Mr Skogster currently serves as the manager responsible for ABB Oy 's system modules for low voltage drives,neutral,0
764,- Counter your competitor 's strengths and target their weaknesses,neutral,0
765,"Founded in 2000 , BioView automates laboratory tests , especially diagnostic tests for cancer",neutral,0
766,"The five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. It will also include apartments",neutral,0
767,"The Stena Poseidon is a so-called Panamax tanker , designed to be able to pass through the narrow passages in the Panama Canal 's locks",neutral,0
768,"Markets had been expecting a poor performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki",positive,1
769,"Excluding non-recurring items , pre-tax profit surged 45 % to EUR80m",positive,1
770,"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007",positive,1
771,"According to PKC , the acquisition would bring a significant addition to PKC 's customer base",positive,1
772,"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005",positive,1
773,Both the net sales and operating profit were record high in the company 's history,positive,1
774,"Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said",positive,1
775,"Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete",positive,1
776,"Full-year net sales are expected to increase by approximately 10 % , the company said",positive,1
777,"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier",positive,1
778,"India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007",positive,1
779,"Lithuanian beer makers sold 256.88 million liters of beer in 2005 , a rise of 4.5 per cent from the year-earlier figure of 245.92 million liters",positive,1
780,Net sales revenue per passenger is expected to increase,positive,1
781,Return on investment was 16.6 % compared to 15.8 % in 2004,positive,1
782,The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04,positive,1
783,"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable",positive,1
784,"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year",positive,1
785,Viking Line manages well with its current ferries,positive,1
786,SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ),positive,1
787,` Very recommendable ' is the Nokian Z G2 according to the ` ADAC judgement ' in the latest summer tyre test of the German automobile association ADAC,positive,1
788,Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives,positive,1
789,Finnish-Swedish TietoEnator is expanding its business quickly in Russia,positive,1
790,"H+Ñkan Dahlstr+Âm , head of mobility services at TeliaSonera , has forecast that mobile data volume on the TeliaSonera network in Sweden will rise eight-fold to 200,000 TB by 2014",positive,1
791,"Cost savings will then rise to some 20 mln eur a year from 2007 , OKO said",positive,1
792,Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London,positive,1
793,"For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year",positive,1
